scope,shard_suffix,event_name,events,distinct_users
per_shard_per_event,20180731,user_engagement,11808,425
per_shard_per_event,20180707,user_engagement,11793,438
per_shard_per_event,20180703,user_engagement,11780,416
per_shard_per_event,20180930,user_engagement,11777,499
per_shard_per_event,20180727,user_engagement,11768,449
per_shard_per_event,20180813,user_engagement,11760,489
per_shard_per_event,20180624,user_engagement,11744,383
per_shard_per_event,20180704,user_engagement,11736,407
per_shard_per_event,20180713,user_engagement,11736,451
per_shard_per_event,20180711,user_engagement,11727,409
per_shard_per_event,20180710,user_engagement,11723,429
per_shard_per_event,20180714,user_engagement,11692,389
per_shard_per_event,20180929,user_engagement,11680,539
per_shard_per_event,20180908,user_engagement,11678,515
per_shard_per_event,20180826,user_engagement,11666,438
per_shard_per_event,20180708,user_engagement,11641,368
per_shard_per_event,20180724,user_engagement,11641,416
per_shard_per_event,20180702,user_engagement,11605,434
per_shard_per_event,20180723,user_engagement,11596,425
per_shard_per_event,20180720,user_engagement,11595,412
per_shard_per_event,20180817,user_engagement,11590,438
per_shard_per_event,20180913,user_engagement,11586,488
per_shard_per_event,20180812,user_engagement,11579,442
per_shard_per_event,20180729,user_engagement,11576,474
per_shard_per_event,20180620,user_engagement,11571,367
per_shard_per_event,20180910,user_engagement,11566,524
per_shard_per_event,20180621,user_engagement,11549,389
per_shard_per_event,20180615,user_engagement,11542,467
per_shard_per_event,20180901,user_engagement,11536,445
per_shard_per_event,20180629,user_engagement,11530,485
per_shard_per_event,20181002,user_engagement,11530,471
per_shard_per_event,20180821,user_engagement,11520,462
per_shard_per_event,20180825,user_engagement,11512,474
per_shard_per_event,20180726,user_engagement,11506,400
per_shard_per_event,20180912,user_engagement,11503,545
per_shard_per_event,20180715,user_engagement,11499,398
per_shard_per_event,20180823,user_engagement,11499,408
per_shard_per_event,20180820,user_engagement,11463,455
per_shard_per_event,20180803,user_engagement,11459,534
per_shard_per_event,20180818,user_engagement,11452,486
per_shard_per_event,20180623,user_engagement,11448,439
per_shard_per_event,20180816,user_engagement,11444,439
per_shard_per_event,20180706,user_engagement,11443,395
per_shard_per_event,20180829,user_engagement,11440,485
per_shard_per_event,20180903,user_engagement,11440,456
per_shard_per_event,20180914,user_engagement,11436,468
per_shard_per_event,20180719,user_engagement,11427,333
per_shard_per_event,20180917,user_engagement,11418,465
per_shard_per_event,20180926,user_engagement,11415,515
per_shard_per_event,20180827,user_engagement,11414,477
per_shard_per_event,20180717,user_engagement,11413,356
per_shard_per_event,20180811,user_engagement,11411,437
per_shard_per_event,20180911,user_engagement,11392,463
per_shard_per_event,20180831,user_engagement,11383,451
per_shard_per_event,20180614,user_engagement,11375,480
per_shard_per_event,20180905,user_engagement,11354,515
per_shard_per_event,20180805,user_engagement,11347,502
per_shard_per_event,20180705,user_engagement,11344,405
per_shard_per_event,20180822,user_engagement,11338,435
per_shard_per_event,20180904,user_engagement,11318,457
per_shard_per_event,20180922,user_engagement,11298,514
per_shard_per_event,20180819,user_engagement,11288,449
per_shard_per_event,20180622,user_engagement,11285,415
per_shard_per_event,20180902,user_engagement,11281,473
per_shard_per_event,20180907,user_engagement,11273,514
per_shard_per_event,20180725,user_engagement,11272,396
per_shard_per_event,20180809,user_engagement,11265,441
per_shard_per_event,20180928,user_engagement,11263,528
per_shard_per_event,20180808,user_engagement,11260,482
per_shard_per_event,20180924,user_engagement,11256,455
per_shard_per_event,20180804,user_engagement,11254,524
per_shard_per_event,20180730,user_engagement,11245,468
per_shard_per_event,20180810,user_engagement,11245,355
per_shard_per_event,20180916,user_engagement,11244,442
per_shard_per_event,20180830,user_engagement,11238,477
per_shard_per_event,20180721,user_engagement,11232,485
per_shard_per_event,20180801,user_engagement,11230,433
per_shard_per_event,20180806,user_engagement,11230,479
per_shard_per_event,20180909,user_engagement,11222,537
per_shard_per_event,20180915,user_engagement,11200,423
per_shard_per_event,20180807,user_engagement,11188,474
per_shard_per_event,20180802,user_engagement,11180,490
per_shard_per_event,20180828,user_engagement,11166,447
per_shard_per_event,20180824,user_engagement,11165,466
per_shard_per_event,20180923,user_engagement,11150,556
per_shard_per_event,20180925,user_engagement,11143,476
per_shard_per_event,20180906,user_engagement,11138,496
per_shard_per_event,20180814,user_engagement,11103,429
per_shard_per_event,20180927,user_engagement,11089,624
per_shard_per_event,20180616,user_engagement,11086,412
per_shard_per_event,20180921,user_engagement,11072,520
per_shard_per_event,20180919,user_engagement,11068,504
per_shard_per_event,20180918,user_engagement,11066,481
per_shard_per_event,20180815,user_engagement,11059,406
per_shard_per_event,20180722,user_engagement,11058,399
per_shard_per_event,20181003,user_engagement,10984,466
per_shard_per_event,20180612,user_engagement,10980,435
per_shard_per_event,20180617,user_engagement,10968,429
per_shard_per_event,20180613,user_engagement,10967,504
per_shard_per_event,20181001,user_engagement,10967,464
per_shard_per_event,20180716,user_engagement,10929,385
per_shard_per_event,20180920,user_engagement,10581,433
per_shard_per_event,20180628,level_start_quickplay,8764,679
per_shard_per_event,20180630,level_start_quickplay,8695,689
per_shard_per_event,20180625,level_start_quickplay,8292,698
per_shard_per_event,20180701,level_start_quickplay,8215,657
per_shard_per_event,20180626,level_start_quickplay,7964,671
per_shard_per_event,20180619,level_start_quickplay,7867,479
per_shard_per_event,20180618,level_start_quickplay,7329,414
per_shard_per_event,20180618,screen_view,7052,1214
per_shard_per_event,20180625,level_end_quickplay,6238,610
per_shard_per_event,20180630,level_end_quickplay,6148,593
per_shard_per_event,20180626,level_end_quickplay,5997,570
per_shard_per_event,20180628,level_end_quickplay,5857,576
per_shard_per_event,20180701,level_end_quickplay,5840,572
per_shard_per_event,20181001,level_start_quickplay,5446,377
per_shard_per_event,20180920,level_start_quickplay,5413,379
per_shard_per_event,20180719,level_start_quickplay,5269,271
per_shard_per_event,20181003,level_start_quickplay,5266,356
per_shard_per_event,20180802,level_start_quickplay,5250,398
per_shard_per_event,20180716,level_start_quickplay,5138,303
per_shard_per_event,20180815,level_start_quickplay,5117,316
per_shard_per_event,20180619,screen_view,5111,1156
per_shard_per_event,20180828,level_start_quickplay,5095,378
per_shard_per_event,20180619,level_end_quickplay,5058,474
per_shard_per_event,20180722,level_start_quickplay,4895,317
per_shard_per_event,20180826,level_start_quickplay,4894,374
per_shard_per_event,20180717,level_start_quickplay,4877,284
per_shard_per_event,20180814,level_start_quickplay,4875,343
per_shard_per_event,20180613,level_start_quickplay,4807,420
per_shard_per_event,20180620,level_start_quickplay,4783,288
per_shard_per_event,20180707,level_start_quickplay,4765,344
per_shard_per_event,20180721,level_start_quickplay,4748,385
per_shard_per_event,20180711,level_start_quickplay,4742,323
per_shard_per_event,20181002,level_start_quickplay,4721,365
per_shard_per_event,20180705,level_start_quickplay,4713,328
per_shard_per_event,20180714,level_start_quickplay,4711,305
per_shard_per_event,20180928,level_start_quickplay,4671,412
per_shard_per_event,20180805,level_start_quickplay,4664,385
per_shard_per_event,20180903,level_start_quickplay,4658,367
per_shard_per_event,20180730,level_start_quickplay,4634,360
per_shard_per_event,20180618,level_end_quickplay,4624,362
per_shard_per_event,20180909,level_start_quickplay,4608,437
per_shard_per_event,20180801,level_start_quickplay,4587,335
per_shard_per_event,20180612,level_start_quickplay,4554,368
per_shard_per_event,20180623,level_start_quickplay,4548,359
per_shard_per_event,20180622,level_start_quickplay,4524,324
per_shard_per_event,20180820,level_start_quickplay,4510,353
per_shard_per_event,20180827,level_start_quickplay,4509,394
per_shard_per_event,20180914,level_start_quickplay,4509,379
per_shard_per_event,20180621,level_start_quickplay,4500,306
per_shard_per_event,20180702,level_start_quickplay,4493,359
per_shard_per_event,20180725,level_start_quickplay,4483,315
per_shard_per_event,20180829,level_start_quickplay,4468,395
per_shard_per_event,20180706,level_start_quickplay,4450,322
per_shard_per_event,20180709,level_start_quickplay,4445,338
per_shard_per_event,20180821,level_start_quickplay,4444,373
per_shard_per_event,20180729,level_start_quickplay,4441,385
per_shard_per_event,20180825,level_start_quickplay,4437,389
per_shard_per_event,20180708,level_start_quickplay,4428,278
per_shard_per_event,20180824,level_start_quickplay,4424,381
per_shard_per_event,20180720,level_start_quickplay,4406,333
per_shard_per_event,20180804,level_start_quickplay,4386,415
per_shard_per_event,20180916,level_start_quickplay,4385,389
per_shard_per_event,20180917,level_start_quickplay,4371,377
per_shard_per_event,20180726,level_start_quickplay,4341,315
per_shard_per_event,20180806,level_start_quickplay,4329,384
per_shard_per_event,20180704,level_start_quickplay,4314,306
per_shard_per_event,20180710,level_start_quickplay,4309,342
per_shard_per_event,20180822,level_start_quickplay,4295,348
per_shard_per_event,20180915,level_start_quickplay,4292,350
per_shard_per_event,20180803,level_start_quickplay,4290,424
per_shard_per_event,20180921,level_start_quickplay,4289,460
per_shard_per_event,20180617,level_start_quickplay,4273,353
per_shard_per_event,20180629,level_start_quickplay,4259,382
per_shard_per_event,20180808,level_start_quickplay,4254,376
per_shard_per_event,20180811,level_start_quickplay,4253,345
per_shard_per_event,20180924,level_start_quickplay,4251,384
per_shard_per_event,20180912,level_start_quickplay,4242,444
per_shard_per_event,20180816,level_start_quickplay,4233,344
per_shard_per_event,20180718,level_start_quickplay,4223,290
per_shard_per_event,20180918,level_start_quickplay,4223,417
per_shard_per_event,20180627,level_start_quickplay,4220,312
per_shard_per_event,20180919,level_start_quickplay,4205,441
per_shard_per_event,20180723,level_start_quickplay,4184,336
per_shard_per_event,20180927,level_start_quickplay,4180,541
per_shard_per_event,20180807,level_start_quickplay,4169,368
per_shard_per_event,20180724,level_start_quickplay,4166,339
per_shard_per_event,20180817,level_start_quickplay,4163,351
per_shard_per_event,20180713,level_start_quickplay,4158,356
per_shard_per_event,20180819,level_start_quickplay,4158,353
per_shard_per_event,20180809,level_start_quickplay,4154,340
per_shard_per_event,20180727,level_start_quickplay,4152,356
per_shard_per_event,20180703,level_start_quickplay,4148,323
per_shard_per_event,20180624,level_start_quickplay,4139,298
per_shard_per_event,20180712,level_start_quickplay,4128,341
per_shard_per_event,20180906,level_start_quickplay,4112,420
per_shard_per_event,20180715,level_start_quickplay,4103,309
per_shard_per_event,20180831,level_start_quickplay,4090,355
per_shard_per_event,20180823,level_start_quickplay,4084,309
per_shard_per_event,20180926,level_start_quickplay,4083,422
per_shard_per_event,20180614,level_start_quickplay,4082,413
per_shard_per_event,20180901,level_start_quickplay,4078,334
per_shard_per_event,20180905,level_start_quickplay,4051,435
per_shard_per_event,20180810,level_start_quickplay,4037,277
per_shard_per_event,20180813,level_start_quickplay,4033,393
per_shard_per_event,20180731,level_start_quickplay,4025,323
per_shard_per_event,20180615,level_start_quickplay,4023,393
per_shard_per_event,20180619,post_score,4021,398
per_shard_per_event,20180830,level_start_quickplay,4017,388
per_shard_per_event,20180907,level_start_quickplay,4014,457
per_shard_per_event,20180728,level_start_quickplay,3994,352
per_shard_per_event,20180818,level_start_quickplay,3983,365
per_shard_per_event,20180910,level_start_quickplay,3951,427
per_shard_per_event,20180902,level_start_quickplay,3949,409
per_shard_per_event,20180812,level_start_quickplay,3941,346
per_shard_per_event,20180616,level_start_quickplay,3854,361
per_shard_per_event,20180922,level_start_quickplay,3845,425
per_shard_per_event,20180913,level_start_quickplay,3842,401
per_shard_per_event,20180923,level_start_quickplay,3806,484
per_shard_per_event,20180911,level_start_quickplay,3788,388
per_shard_per_event,20180929,level_start_quickplay,3774,417
per_shard_per_event,20180908,level_start_quickplay,3756,434
per_shard_per_event,20180925,level_start_quickplay,3727,413
per_shard_per_event,20180930,level_start_quickplay,3718,422
per_shard_per_event,20180904,level_start_quickplay,3488,386
per_shard_per_event,20180618,post_score,3321,404
per_shard_per_event,20180815,level_end_quickplay,3230,276
per_shard_per_event,20180707,level_end_quickplay,3208,305
per_shard_per_event,20180703,level_end_quickplay,3205,280
per_shard_per_event,20180704,level_end_quickplay,3205,267
per_shard_per_event,20180918,level_end_quickplay,3201,378
per_shard_per_event,20180927,level_end_quickplay,3145,464
per_shard_per_event,20180717,level_end_quickplay,3132,250
per_shard_per_event,20180810,level_end_quickplay,3126,241
per_shard_per_event,20180629,level_end_quickplay,3124,336
per_shard_per_event,20180706,level_end_quickplay,3105,287
per_shard_per_event,20180616,level_end_quickplay,3097,319
per_shard_per_event,20180921,level_end_quickplay,3094,396
per_shard_per_event,20180722,level_end_quickplay,3091,270
per_shard_per_event,20180816,level_end_quickplay,3091,299
per_shard_per_event,20180702,level_end_quickplay,3068,294
per_shard_per_event,20180718,level_end_quickplay,3044,253
per_shard_per_event,20180725,level_end_quickplay,3038,268
per_shard_per_event,20180825,level_end_quickplay,3032,349
per_shard_per_event,20180902,level_end_quickplay,3029,352
per_shard_per_event,20180615,level_end_quickplay,3021,336
per_shard_per_event,20180912,level_end_quickplay,3021,384
per_shard_per_event,20180829,level_end_quickplay,3017,341
per_shard_per_event,20180915,level_end_quickplay,3017,288
per_shard_per_event,20180708,level_end_quickplay,3016,254
per_shard_per_event,20180814,level_end_quickplay,3016,298
per_shard_per_event,20180719,level_end_quickplay,3014,244
per_shard_per_event,20180903,level_end_quickplay,3013,318
per_shard_per_event,20180818,level_end_quickplay,3011,307
per_shard_per_event,20181003,level_end_quickplay,3006,304
per_shard_per_event,20181002,level_end_quickplay,3001,325
per_shard_per_event,20180819,level_end_quickplay,3000,310
per_shard_per_event,20180822,level_end_quickplay,2996,306
per_shard_per_event,20180826,level_end_quickplay,2994,336
per_shard_per_event,20180813,level_end_quickplay,2989,339
per_shard_per_event,20180624,level_end_quickplay,2982,256
per_shard_per_event,20180811,level_end_quickplay,2980,309
per_shard_per_event,20180925,level_end_quickplay,2979,358
per_shard_per_event,20180723,level_end_quickplay,2971,298
per_shard_per_event,20180812,level_end_quickplay,2967,295
per_shard_per_event,20180709,level_end_quickplay,2964,297
per_shard_per_event,20180612,level_end_quickplay,2953,332
per_shard_per_event,20180620,level_end_quickplay,2947,247
per_shard_per_event,20180824,level_end_quickplay,2940,329
per_shard_per_event,20180716,level_end_quickplay,2939,267
per_shard_per_event,20180923,level_end_quickplay,2939,415
per_shard_per_event,20180705,level_end_quickplay,2935,284
per_shard_per_event,20180919,level_end_quickplay,2935,382
per_shard_per_event,20180627,level_end_quickplay,2932,269
per_shard_per_event,20180807,level_end_quickplay,2932,318
per_shard_per_event,20180920,level_end_quickplay,2925,319
per_shard_per_event,20180828,level_end_quickplay,2920,331
per_shard_per_event,20180916,level_end_quickplay,2915,326
per_shard_per_event,20180710,level_end_quickplay,2912,294
per_shard_per_event,20180801,level_end_quickplay,2911,290
per_shard_per_event,20180715,level_end_quickplay,2902,266
per_shard_per_event,20180831,level_end_quickplay,2901,296
per_shard_per_event,20180827,level_end_quickplay,2900,333
per_shard_per_event,20180924,level_end_quickplay,2899,325
per_shard_per_event,20180913,level_end_quickplay,2896,361
per_shard_per_event,20180906,level_end_quickplay,2884,366
per_shard_per_event,20180622,level_end_quickplay,2881,288
per_shard_per_event,20180614,level_end_quickplay,2878,365
per_shard_per_event,20180909,level_end_quickplay,2877,384
per_shard_per_event,20180728,level_end_quickplay,2861,296
per_shard_per_event,20180613,level_end_quickplay,2856,364
per_shard_per_event,20180802,level_end_quickplay,2854,341
per_shard_per_event,20180905,level_end_quickplay,2852,381
per_shard_per_event,20180727,level_end_quickplay,2845,319
per_shard_per_event,20180726,level_end_quickplay,2841,276
per_shard_per_event,20180821,level_end_quickplay,2840,323
per_shard_per_event,20180820,level_end_quickplay,2834,303
per_shard_per_event,20180823,level_end_quickplay,2829,274
per_shard_per_event,20180724,level_end_quickplay,2826,294
per_shard_per_event,20180922,level_end_quickplay,2820,360
per_shard_per_event,20180830,level_end_quickplay,2817,336
per_shard_per_event,20181001,level_end_quickplay,2815,331
per_shard_per_event,20180713,level_end_quickplay,2789,315
per_shard_per_event,20180911,level_end_quickplay,2782,328
per_shard_per_event,20180914,level_end_quickplay,2770,325
per_shard_per_event,20180623,level_end_quickplay,2767,313
per_shard_per_event,20180908,level_end_quickplay,2765,358
per_shard_per_event,20180929,level_end_quickplay,2760,375
per_shard_per_event,20180729,level_end_quickplay,2758,335
per_shard_per_event,20180721,level_end_quickplay,2757,332
per_shard_per_event,20180817,level_end_quickplay,2757,298
per_shard_per_event,20180731,level_end_quickplay,2751,281
per_shard_per_event,20180926,level_end_quickplay,2749,378
per_shard_per_event,20180907,level_end_quickplay,2744,392
per_shard_per_event,20180806,level_end_quickplay,2738,332
per_shard_per_event,20180621,level_end_quickplay,2736,261
per_shard_per_event,20180804,level_end_quickplay,2724,340
per_shard_per_event,20180904,level_end_quickplay,2718,333
per_shard_per_event,20180910,level_end_quickplay,2714,363
per_shard_per_event,20180712,level_end_quickplay,2709,297
per_shard_per_event,20180928,level_end_quickplay,2707,365
per_shard_per_event,20180714,level_end_quickplay,2703,254
per_shard_per_event,20180901,level_end_quickplay,2700,294
per_shard_per_event,20180930,level_end_quickplay,2698,366
per_shard_per_event,20180917,level_end_quickplay,2692,334
per_shard_per_event,20180626,post_score,2687,345
per_shard_per_event,20180711,level_end_quickplay,2687,278
per_shard_per_event,20180808,level_end_quickplay,2659,327
per_shard_per_event,20180701,post_score,2653,348
per_shard_per_event,20180617,level_end_quickplay,2650,322
per_shard_per_event,20180730,level_end_quickplay,2646,307
per_shard_per_event,20180803,level_end_quickplay,2641,360
per_shard_per_event,20180805,level_end_quickplay,2606,322
per_shard_per_event,20180625,level_fail_quickplay,2567,387
per_shard_per_event,20180619,level_reset_quickplay,2551,103
per_shard_per_event,20180630,post_score,2509,315
per_shard_per_event,20180625,post_score,2508,357
per_shard_per_event,20180809,level_end_quickplay,2472,292
per_shard_per_event,20180628,post_score,2465,343
per_shard_per_event,20180720,level_end_quickplay,2435,272
per_shard_per_event,20180807,post_score,2432,323
per_shard_per_event,20180628,level_fail_quickplay,2425,345
per_shard_per_event,20180701,level_fail_quickplay,2410,358
per_shard_per_event,20180704,post_score,2406,275
per_shard_per_event,20180812,post_score,2404,299
per_shard_per_event,20180815,post_score,2391,279
per_shard_per_event,20180810,post_score,2372,241
per_shard_per_event,20180626,level_fail_quickplay,2338,353
per_shard_per_event,20180723,post_score,2320,309
per_shard_per_event,20180722,post_score,2306,262
per_shard_per_event,20180811,post_score,2291,311
per_shard_per_event,20180825,post_score,2290,326
per_shard_per_event,20180928,post_score,2286,361
per_shard_per_event,20180903,post_score,2277,324
per_shard_per_event,20180706,post_score,2274,285
per_shard_per_event,20180629,post_score,2267,342
per_shard_per_event,20180814,post_score,2258,299
per_shard_per_event,20180912,post_score,2252,378
per_shard_per_event,20180630,level_fail_quickplay,2249,369
per_shard_per_event,20180813,post_score,2247,338
per_shard_per_event,20180716,post_score,2241,269
per_shard_per_event,20180823,post_score,2233,301
per_shard_per_event,20180707,post_score,2231,289
per_shard_per_event,20180909,post_score,2213,393
per_shard_per_event,20180816,post_score,2212,291
per_shard_per_event,20180920,level_reset_quickplay,2205,80
per_shard_per_event,20180703,post_score,2200,282
per_shard_per_event,20181003,post_score,2198,314
per_shard_per_event,20180822,post_score,2195,318
per_shard_per_event,20180709,post_score,2190,294
per_shard_per_event,20180815,level_complete_quickplay,2178,245
per_shard_per_event,20180929,post_score,2178,385
per_shard_per_event,20180820,post_score,2177,313
per_shard_per_event,20180619,level_fail_quickplay,2176,304
per_shard_per_event,20181001,level_reset_quickplay,2174,76
per_shard_per_event,20180819,post_score,2167,322
per_shard_per_event,20180824,post_score,2166,327
per_shard_per_event,20180715,post_score,2165,269
per_shard_per_event,20180827,post_score,2163,317
per_shard_per_event,20180806,post_score,2162,338
per_shard_per_event,20180831,post_score,2161,308
per_shard_per_event,20180818,post_score,2155,296
per_shard_per_event,20180829,post_score,2155,339
per_shard_per_event,20180702,post_score,2144,300
per_shard_per_event,20180828,post_score,2142,322
per_shard_per_event,20180830,post_score,2140,341
per_shard_per_event,20180914,post_score,2138,321
per_shard_per_event,20180808,post_score,2133,325
per_shard_per_event,20180930,post_score,2133,365
per_shard_per_event,20180708,post_score,2129,257
per_shard_per_event,20180821,post_score,2129,312
per_shard_per_event,20180721,post_score,2123,330
per_shard_per_event,20180612,post_score,2119,295
per_shard_per_event,20180826,post_score,2117,323
per_shard_per_event,20180809,post_score,2111,314
per_shard_per_event,20181001,post_score,2111,336
per_shard_per_event,20180710,post_score,2098,300
per_shard_per_event,20180624,post_score,2096,270
per_shard_per_event,20180729,post_score,2089,339
per_shard_per_event,20180704,level_complete_quickplay,2087,227
per_shard_per_event,20180705,post_score,2086,284
per_shard_per_event,20180901,post_score,2085,312
per_shard_per_event,20180615,post_score,2083,329
per_shard_per_event,20180622,post_score,2082,287
per_shard_per_event,20180614,post_score,2080,350
